FED_NUM,NID,FEDNUM,ENNAME,FRNAME,PROVCODE,CREADT,REVDT,REPORDER,DECPOPCNT,QUIPOPCNT,ENLEGALDSC,FRLEGALDSC,WINPARTY,WINPCT,WINVOTES,TOTALVOTES,BQ,CON,GREEN,IND,LIB,NDP,PPC,OTHER
"35010",{BE49CBC7-EA6E-4B1C-8CDB-4F6E062094FF},"35010",Brampton North,Brampton-Nord,ON,"20131005",,"2013","111951","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35010&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35010&lang=f#descrip,LIB,"51.423705990000002","25970","50502","0","13973","1516","0","25970","8533","510","0"
"35009",{A1CB8EDD-F98D-49E6-A3CF-372419C7F9EA},"35009",Brampton East,Brampton-Est,ON,"20131005",,"2013","99712","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35009&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35009&lang=f#descrip,LIB,"47.386361399999998","24050","50753","0","12125","666","211","24050","13368","244","89"
"35008",{C1603E31-DBDE-4AB0-8E85-04025BB2AA45},"35008",Brampton Centre,Brampton-Centre,ON,"20131005",,"2013","103122","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35008&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35008&lang=f#descrip,LIB,"47.213139490000003","18771","39758","0","10696","1685","0","18771","7819","681","106"
"35007",{358C08D9-D5A6-43C8-B63F-022969681336},"35007",Beaches--East York,Beaches--East York,ON,"20131005",,"2013","107084","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35007&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35007&lang=f#descrip,LIB,"57.197168789999999","32647","57078","0","8026","3378","0","32647","12196","831","0"
"35006",{8B830732-93B8-4CF6-828D-155D8FDE370C},"35006",Bay of Quinte,Baie de Quinte,ON,"20131005",,"2013","109488","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35006&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35006&lang=f#descrip,LIB,"39.155442180000001","24099","61547","0","22650","3740","0","24099","9851","1207","0"
"35005",{157861C9-5FD3-4367-A5B2-84579997C098},"35005",Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,ON,"20131005",,"2013","97876","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35005&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35005&lang=f#descrip,CON,"39.003216029999997","20981","53793","0","20981","7066","0","16805","7972","969","0"
"35004",{A216810C-DFD0-4349-A51F-0796DF5AEF8D},"35004",Barrie--Innisfil,Barrie--Innisfil,ON,"20131005",,"2013","101584","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35004&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35004&lang=f#descrip,CON,"43.804029270000001","23765","54253","0","23765","4716","0","15879","8880","1013","0"
"35003",{6F9A614C-FCDC-45DE-AA55-A434B4AF61D5},"35003",Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,ON,"20131005",,"2013","106064","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35003&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35003&lang=f#descrip,CON,"44.376659320000002","23568","53109","0","23568","2154","0","22508","3820","530","529"
"35002",{CE9D8D75-E085-4548-96E2-4D87DCA4CFAA},"35002",Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,ON,"20131005",,"2013","79801","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35002&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35002&lang=f#descrip,NDP,"41.592963959999999","16883","40591","0","10625","2192","0","9879","16883","887","125"
"35001",{3EA29FCF-CAEE-470A-B339-0060ECFCA028},"35001",Ajax,Ajax,ON,"20131005",,"2013","109600","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35001&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35001&lang=f#descrip,LIB,"57.682726969999997","35198","61020","0","15864","2040","297","35198","7033","588","0"
"12011",{7A162C10-6AEA-4364-8ED0-FEB724DE1426},"12011",West Nova,Nova-Ouest,NS,"20131005",,"2013","83654","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12011&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12011&lang=f#descrip,CON,"39.296551129999997","18390","46798","0","18390","5939","0","17025","5010","0","434"
"12010",{7DE825E8-2ECB-4FA0-B414-D760F00A9F35},"12010",Sydney--Victoria,Sydney--Victoria,NS,"20131005",,"2013","73328","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12010&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12010&lang=f#descrip,LIB,"30.903488230000001","12536","40565","0","11227","2249","6159","12536","8146","0","248"
"12009",{6F16783C-F13F-457E-BA10-9B345401B132},"12009",South Shore--St. Margarets,South Shore--St. Margarets,NS,"20131005",,"2013","92561","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12009&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12009&lang=f#descrip,LIB,"41.673331050000002","21886","52518","0","14744","6070","541","21886","8361","667","249"
"12008",{616012B6-330F-46D1-8627-7F20F324B9B2},"12008",Sackville--Preston--Chezzetcook,Sackville--Preston--Chezzetcook,NS,"20131005",,"2013","85583","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12008&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12008&lang=f#descrip,LIB,"40.222459979999996","19925","49537","0","11211","5725","0","19925","11860","816","0"
"12007",{048D629E-056A-4233-916D-6382E5CFAFC4},"12007",Kings--Hants,Kings--Hants,NS,"20131005",,"2013","83306","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12007&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12007&lang=f#descrip,LIB,"43.313348320000003","20806","48036","0","11905","6029","0","20806","8254","786","256"
"12006",{B569A703-E9D1-497A-9920-F54B6E183FF1},"12006",Halifax West,Halifax-Ouest,NS,"20131005",,"2013","87275","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12006&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12006&lang=f#descrip,LIB,"49.460051139999997","26885","54357","0","10488","6555","0","26885","10429","0","0"
"12005",{1A41D7E7-7550-4D0E-B844-F1E83E8EEDEA},"12005",Halifax,Halifax,NS,"20131005",,"2013","92643","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12005&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12005&lang=f#descrip,LIB,"42.475606259999999","23681","55752","0","6456","8013","0","23681","16747","633","222"
"12004",{AB926171-6A41-4D87-91AB-D84CC37CCC19},"12004",Dartmouth--Cole Harbour,Dartmouth--Cole Harbour,NS,"20131005",,"2013","91212","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12004&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12004&lang=f#descrip,LIB,"45.344772800000001","24259","53499","0","8638","5280","0","24259","14435","887","0"
"12003",{70716827-A119-49BF-9C5C-DBB10C388F00},"12003",Cumberland--Colchester,Cumberland--Colchester,NS,"20131005",,"2013","82321","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12003&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12003&lang=f#descrip,LIB,"36.682068209999997","16672","45450","0","16219","6015","232","16672","5451","608","253"
"12002",{28C051E9-5FA5-4CFF-A1EE-DC9784082EE2},"12002",Central Nova,Nova-Centre,NS,"20131005",,"2013","74597","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12002&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12002&lang=f#descrip,LIB,"46.588711490000001","20718","44470","0","13201","3478","149","20718","5806","938","180"
"12001",{F8D02ADF-AFE0-41EA-8E56-CC8DC6C1B7F1},"12001",Cape Breton--Canso,Cape Breton--Canso,NS,"20131005",,"2013","75247","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12001&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=12001&lang=f#descrip,LIB,"38.877503490000002","16694","42940","0","14821","3321","685","16694","6354","925","140"
"35078",{637F97CA-B9BE-487A-BF3F-B747D1DBAC69},"35078",Ottawa--Vanier,Ottawa--Vanier,ON,"20131005",,"2013","110999","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35078&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35078&lang=f#descrip,LIB,"51.156055790000003","32679","63881","0","11118","4796","305","32679","13516","1064","403"
"35077",{5BD9CB3E-07AE-4E55-B0B8-2B4EC381EFC1},"35077",Ottawa South,Ottawa-Sud,ON,"20131005",,"2013","121894","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35077&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35077&lang=f#descrip,LIB,"52.320423400000003","34205","65376","0","16025","3645","228","34205","10457","717","99"
"35076",{068B24F2-2605-4ED6-A7E0-4551B1B16407},"35076",Orléans,Orléans,ON,"20131005","20140619","2013","119247","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35076&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35076&lang=f#descrip,LIB,"54.272202430000000","44183","81410","0","22984","3829","0","44183","9428","986","0"
"35075",{685CEE05-174D-4EE4-837E-A70ECC5A86BB},"35075",Ottawa Centre,Ottawa-Centre,ON,"20131005",,"2013","113619","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35075&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35075&lang=f#descrip,LIB,"48.656561300000000","38391","78902","0","9920","5837","242","38391","22916","720","876"
"35074",{7E56B32B-7AB4-4414-90EF-562E021F1439},"35074",Oshawa,Oshawa,ON,"20131005",,"2013","125771","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35074&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35074&lang=f#descrip,CON,"38.860655340000001","24087","61983","0","24087","3151","0","15750","17668","1215","112"
"35073",{98C7376D-3854-4301-B914-9BB6B37D58E3},"35073",Oakville North--Burlington,Oakville-Nord--Burlington,ON,"20131005",,"2013","114378","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35073&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35073&lang=f#descrip,LIB,"48.255605189999997","33597","69623","0","26484","2925","0","33597","5866","751","0"
"35072",{E41EA550-0DC5-4605-A8F4-88B712C45197},"35072",Oakville,Oakville,ON,"20131005",,"2013","119649","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35072&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35072&lang=f#descrip,LIB,"46.276050820000002","30265","65401","0","25561","3704","0","30265","4928","798","145"
"59014",{9F7E0F95-3D8A-4DD4-BD90-DA2AA3F12B67},"59014",Kelowna--Lake Country,Kelowna--Lake Country,BC,"20131005",,"2013","110051","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59014&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59014&lang=f#descrip,CON,"45.568576389999997","31497","69120","0","31497","5171","219","22627","8381","1225","0"
"35071",{9F4220BB-99DD-41B3-83D4-67C89BFF0A8C},"35071",Northumberland--Peterborough South,Northumberland--Peterborough-Sud,ON,"20131005","20140619","2013","107840","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35071&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35071&lang=f#descrip,CON,"39.710851060000003","27385","68961","0","27385","5524","0","24977","9615","1460","0"
"13010",{251D6F35-CE33-43B3-AE3A-64B5FD60A550},"13010",Tobique--Mactaquac,Tobique--Mactaquac,NB,"20131005",,"2013","70632","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13010&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13010&lang=f#descrip,CON,"50.336378629999999","19229","38201","0","19229","5398","0","9631","3007","936","0"
"59013",{A0101247-8B38-48E5-967B-09DD216CCCE7},"59013",Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,BC,"20131005",,"2013","118618","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59013&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59013&lang=f#descrip,CON,"44.739348270000001","32415","72453","0","32415","8789","0","19716","9936","1132","465"
"35070",{36193727-4033-411E-A17E-28489F496ECB},"35070",Nipissing--Timiskaming,Nipissing--Timiskaming,ON,"20131005",,"2013","90996","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35070&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35070&lang=f#descrip,LIB,"40.547279320000001","19352","47727","0","12984","3111","0","19352","9784","2496","0"
"62001",{15BBBF8B-45CD-446D-AE8B-A5D2545E63EF},"62001",Nunavut,Nunavut,NU,"20131005",,"2013","31906","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=62001&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=62001&lang=f#descrip,NDP,"41.158232750000003","3717","9031","0","2327","189","0","2798","3717","0","0"
"13009",{C1DBDC99-DB68-4E39-9554-93947A35751C},"13009",Saint John--Rothesay,Saint John--Rothesay,NB,"20131005",,"2013","82129","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13009&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13009&lang=f#descrip,LIB,"37.434853220000001","15443","41253","0","14006","4165","1333","15443","5046","1260","0"
"35069",{0F5002A3-3345-48E8-A0F8-351BD9EABD44},"35069",Nickel Belt,Nickel Belt,ON,"20131005",,"2013","90962","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35069&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35069&lang=f#descrip,LIB,"38.990337369999999","19046","48848","0","10343","2644","0","19046","15656","1159","0"
"59012",{DC9E4778-D0AE-4FB0-99C8-1A77C9C1FC14},"59012",Fleetwood--Port Kells,Fleetwood--Port Kells,BC,"20131005",,"2013","109742","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59012&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59012&lang=f#descrip,LIB,"37.660939849999998","18545","49242","0","16646","2378","0","18545","10569","1104","0"
"13008",{25933A63-E167-4F27-AE38-FAFFF68B236C},"13008",New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,NB,"20131005",,"2013","66197","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13008&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13008&lang=f#descrip,CON,"49.145990200000000","19451","39578","0","19451","5352","0","10110","3251","1214","200"
"59011",{14F79AF7-C264-4A80-BF59-8EDACF4341FD},"59011",Delta,Delta,BC,"20131005",,"2013","100588","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59011&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59011&lang=f#descrip,LIB,"41.234993330000002","22257","53976","0","17809","3387","783","22257","8792","948","0"
"35068",{58A3B152-6884-47DD-AC65-88AB9991E3EA},"35068",Niagara West,Niagara-Ouest,ON,"20131005",,"2013","86533","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35068&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35068&lang=f#descrip,CON,"45.336028480000003","24447","53924","0","24447","3620","0","17429","6540","869","1019"
"13007",{9D6159C5-0F65-4E33-B5AB-AE8C4B7433CB},"13007",Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,NB,"20131005",,"2013","89484","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13007&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13007&lang=f#descrip,LIB,"42.951686350000003","22261","51828","0","12200","9287","0","22261","6164","1258","658"
"59010",{700E7E3A-4059-4A78-9DC9-EF4DC9A60CD9},"59010",Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,BC,"20131005",,"2013","99160","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59010&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59010&lang=f#descrip,NDP,"36.056601460000003","23519","65228","0","16959","13181","0","10301","23519","1066","202"
"35067",{64ED0DE8-A5BC-4D37-B98F-E65214DE9E3F},"35067",Niagara Falls,Niagara Falls,ON,"20131005",,"2013","128357","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35067&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35067&lang=f#descrip,CON,"35.493446530000000","24751","69734","0","24751","3404","4997","22690","12566","968","358"
"13006",{D138B1C9-D437-4329-B675-1921A4222E08},"13006",Miramichi--Grand Lake,Miramichi--Grand Lake,NB,"20131005",,"2013","59343","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13006&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13006&lang=f#descrip,LIB,"36.770911609999999","12722","34598","0","12352","3914","1556","12722","2875","1179","0"
"59009",{31B74557-75A9-4D18-A2F8-E5F450229B26},"59009",Courtenay--Alberni,Courtenay--Alberni,BC,"20131005",,"2013","110391","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59009&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59009&lang=f#descrip,NDP,"41.214720530000001","29790","72280","0","23936","9762","0","8620","29790","0","172"
"35066",{D310DA9A-69B8-4F3A-881E-650B007812E6},"35066",Niagara Centre,Niagara-Centre,ON,"20131005",,"2013","105860","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35066&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35066&lang=f#descrip,LIB,"35.008539929999998","20292","57963","0","17987","3054","0","20292","15469","776","385"
"13005",{D61515CC-F6A2-43FE-8320-D88C2135A5BC},"13005",Madawaska--Restigouche,Madawaska--Restigouche,NB,"20131005",,"2013","62540","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13005&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13005&lang=f#descrip,LIB,"50.279961700000001","17331","34469","0","9801","5125","0","17331","2212","0","0"
"59008",{8CD2FD1E-F508-424D-9C1B-9037E80598D1},"59008",Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,BC,"20131005",,"2013","110277","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59008&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59008&lang=f#descrip,LIB,"34.685002150000003","20178","58175","0","19788","4025","0","20178","13383","703","98"
"10007",{1C3EEF7F-76E4-4550-98DC-3DD4829EEE0C},"10007",St. John's South--Mount Pearl,St. John's-Sud--Mount Pearl,NL,"20131005",,"2013","81944","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10007&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10007&lang=f#descrip,LIB,"51.131166080000000","20793","40666","0","7767","740","0","20793","10890","335","141"
"35065",{73F12936-4F8D-4170-8F79-36B96F0B4659},"35065",Newmarket--Aurora,Newmarket--Aurora,ON,"20131005",,"2013","109457","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35065&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35065&lang=f#descrip,LIB,"43.097949890000002","26488","61460","0","23252","3551","0","26488","6576","588","1005"
"13004",{EA8D07B9-2045-4390-B921-25A5B0583109},"13004",Fundy Royal,Fundy Royal,NB,"20131005",,"2013","79331","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13004&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13004&lang=f#descrip,CON,"46.024339099999999","22389","48646","0","22389","7275","295","12433","4804","1249","201"
"59007",{334CB2A5-0D12-4D58-AB53-2D4C038B876B},"59007",Cloverdale--Langley City,Cloverdale--Langley City,BC,"20131005",,"2013","100318","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59007&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59007&lang=f#descrip,CON,"37.730680509999999","20936","55488","0","20936","3572","0","19542","10508","930","0"
"10006",{187ECE69-9DED-4317-B238-E20E2AAA3F56},"10006",St. John's East,St. John's-Est,NL,"20131005",,"2013","81936","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10006&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10006&lang=f#descrip,NDP,"46.920482780000000","21148","45072","0","8141","821","0","14962","21148","0","0"
"35064",{9D922476-8E8C-4B3D-86C2-A3D2A29CA4E9},"35064",Nepean,Nepean,ON,"20131005",,"2013","104775","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35064&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35064&lang=f#descrip,LIB,"45.891956370000003","31933","69583","0","23320","4379","0","31933","9104","687","160"
"13003",{39EC5E3C-C11D-4993-B7D1-184065058190},"13003",Fredericton,Fredericton,NB,"20131005",,"2013","81759","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13003&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13003&lang=f#descrip,GREEN,"33.678074840000001","16640","49409","0","15011","16640","0","13544","2946","776","492"
"59006",{9B8392AA-2F95-4ED5-9BFF-5983434D175C},"59006",Chilliwack--Hope,Chilliwack--Hope,BC,"20131005",,"2013","92734","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59006&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59006&lang=f#descrip,CON,"49.617709980000001","26672","53755","0","26672","5243","0","10848","8957","1760","275"
"10005",{9FC7794C-04DA-42DF-BDA4-3835977F9B74},"10005",Long Range Mountains,Long Range Mountains,NL,"20131005",,"2013","87592","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10005&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10005&lang=f#descrip,LIB,"47.361161709999998","18199","38426","0","10873","1334","0","18199","7609","0","411"
"35063",{99E8B2FF-0DE4-439E-84E2-5237EBBE5801},"35063",Mississauga--Streetsville,Mississauga--Streetsville,ON,"20131005",,"2013","118757","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35063&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35063&lang=f#descrip,LIB,"50.400748749999998","29618","58765","0","19474","2688","0","29618","6036","706","243"
"13002",{01C14D3A-1DE1-45E7-BAD7-A4DEBD1A24ED},"13002",Beauséjour,Beauséjour,NB,"20131005",,"2013","80416","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13002&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13002&lang=f#descrip,LIB,"46.471081310000002","24948","53685","0","9438","14305","0","24948","3940","1054","0"
"59005",{6031EA1F-E9AF-4F8E-9DC1-647FCB8EE7FD},"59005",Central Okanagan--Similkameen--Nicola,Central Okanagan--Similkameen--Nicola,BC,"20131005",,"2013","104398","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59005&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59005&lang=f#descrip,CON,"47.947947950000000","31135","64935","0","31135","5086","0","16252","10904","1345","213"
"10004",{D03F37A5-B3E6-4251-ABC0-C154FD15418B},"10004",Labrador,Labrador,NL,"20131005",,"2013","26728","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10004&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10004&lang=f#descrip,LIB,"42.481828530000001","4851","11419","0","3548","224","0","4851","2796","0","0"
"35062",{D109147A-132A-42D3-9C91-087C7D50AE3F},"35062",Mississauga--Malton,Mississauga--Malton,ON,"20131005",,"2013","118046","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35062&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35062&lang=f#descrip,LIB,"57.461318169999998","27890","48537","0","12528","1251","0","27890","6103","369","396"
"13001",{0340A1EC-8F87-47CF-AFF1-EE6A941AC2AF},"13001",Acadie--Bathurst,Acadie--Bathurst,NB,"20131005",,"2013","79340","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13001&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=13001&lang=f#descrip,LIB,"55.141972869999996","26547","48143","0","10352","4277","0","26547","6967","0","0"
"59004",{4CD8B832-7D6F-4325-8CB6-BE40A7121737},"59004",Cariboo--Prince George,Cariboo--Prince George,BC,"20131005",,"2013","108252","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59004&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59004&lang=f#descrip,CON,"52.667323910000000","28848","54774","0","28848","4998","350","10932","8440","1206","0"
"10003",{A8C3E079-325A-4CD3-B068-3464CA72C6CC},"10003",Coast of Bays--Central--Notre Dame,Coast of Bays--Central--Notre Dame,NL,"20131005",,"2013","78092","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10003&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10003&lang=f#descrip,LIB,"48.311977059999997","16514","34182","0","12081","1363","0","16514","4224","0","0"
"35061",{90264868-456C-4981-9D5C-9E157CA71BE6},"35061",Mississauga--Lakeshore,Mississauga--Lakeshore,ON,"20131005",,"2013","118893","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35061&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35061&lang=f#descrip,LIB,"48.404072200000002","29526","60999","0","22740","2814","0","29526","5103","717","99"
"59003",{33BB6D3C-3121-4A5B-8D20-BE28BFCB9174},"59003",Burnaby South,Burnaby-Sud,BC,"20131005",,"2013","105037","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59003&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=59003&lang=f#descrip,NDP,"37.674976670000000","16956","45006","0","13914","2477","0","10706","16956","645","308"
"10002",{8C4869BB-5C94-4D38-9DEC-479A2A509F72},"10002",Bonavista--Burin--Trinity,Bonavista--Burin--Trinity,NL,"20131005",,"2013","76704","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10002&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=10002&lang=f#descrip,LIB,"45.703719820000003","14707","32179","0","12697","920","0","14707","3855","0","0"
"35060",{48BFF47C-992A-4C24-95C3-4F234ADBBEC5},"35060",Mississauga--Erin Mills,Mississauga--Erin Mills,ON,"20131005",,"2013","117199","0",http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35060&lang=e#descrip,http://www.elections.ca/res/cir/maps2/mapprov.asp?map=35060&lang=f#descrip,LIB,"53.518588450000003","31181","58262","0","19050","2147","0","31181","5236","648","0"
